,USER,SCORE,REVIEW
335,저스티스,5,맛집
336,bani,5,맛집
337,ReThink,3,스벅 넓어요
338,뿡빵,5,깨끗
339,정은하,5,좋아요 친절해요
340,로쏘,5,좋아용
341,누9게,5,굿
342,수정,5,친절하고 좋아요
343,차니차니반차니,3,화장실이좀불편하지만 직원들친절하고 역시 스타벅스네영ㅎㅎㅎㅎㅎ
344,Simple,4,깔끔해요
345,츄루,4.5,꽤 넓더라구여 ㅎㅎㅎ 첫방문임
346,반짝별,4,맛있어요
347,뚜,5,친절하고 맛있어용
348,dmswl1624,5,친절해요
349,스컬,5,친절하세요 자리는.공부족들때메별로없음
350,우진희,5,맛있어요
351,euna,4,굿
352,하늘보리,5,매장도 넓고 친절합니다
353,wkd****,4.5,매장도 넓고 좋아요 :)
354,rladlwl0000,4.5,맛있어요
355,leecho71,3.5,M
356,Lyj0517,5,좋아요
357,일구,4.5,맛잇어요 다크초콜릿~!!
358,로망스,5,.
359,jae****,3.5,굿
360,빅토리,3.5,좋아요~!
361,egy****,3,좋아요
362,kim****,4,굿
363,마이뷰,4.5,친절합니다
364,파미,5,내부가 넓고̄̈ 좋아요! 릴렉서 존맛탱
365,일구,4.5,좋네용 역시 스벅 ㅎㅎ
366,홍차,4,사람이 너무 많아서 굉장히 바쁜 매장이지만 그래도 다들 친절하신 편입니다
367,비비레이,4.5,맛있어요
368,nyj****,4,오랜만에 달달한거 마시러 왔어요~
369,언제나 스마일,4.5,사람이 많지만 스벅은 실패없어 좋아요
370,지구정복,4,스벅스벅
371,myt****,4.5,깨끗한 스타벅스
372,둥둥,5,너무 친절하셧고 음료도 너무 맛있엇습니당 ~
373,어기여디어라,2.5,사람 너무 많아서 시장같아
374,hyekyung,5,분리된 공간 좋아요
375,jb2****,5,좋아요
376,alr****,4,친절
377,som,3,쏘쏘
378,BIN,5,오래 앉아있었다
379,1029,5,친절함
380,wlq****,4,여자직원분 친절해요!! 좌석이 많이 없어져서 아쉬워요
381,송기범,4.5,매장이 깔끔하고 넓어서 좋아요
382,EZc,5,친절해요 맛이 좋아요
383,일구,4.5,스벅짱!
384,eks****,4.5,좋아요
385,꿈을꾸는자,4.5,맛있어요~~
386,루나루나리,5,친절하고 맛있습니다
387,올리브,4,공간이 넓어요
388,화둥,5,여유롭고 좋아요.
389,mission,3,ㅇ
390,뭉게구름,4.5,거리두기 실천을 제일 잘하는 스벅같아요~
391,요로코롬,4,굿굿!!
392,하늘땅별땅,1,스벅 한두번 가본것도 아닌데 주문받으며 인상 찌푸려서 당황스러웠고 기분이 별루였어요
393,박숴,5,친절하셔요~
394,사자쌔끼,3.5,굿이요
395,사자쌔끼,3.5,굿굿
396,국시,4,굿
397,seon,5,학원다닐 때 자주 이용했어요
398,GG,4,좋아요
399,happpyyy,4.5,카페라떼 마세따
400,코코,1,친절하다는 느낌이 없어요
401,상큼이,5,할로윈 맛은 별로인데 직원분들 할로윈 컨셉으로 꾸미셔서 귀여워용
402,mrk****,3.5,편해요
403,hj,5,맛있어요!!!!!!!!!
404,금빛,2.5,좋아요
405,shy****,5,친절하시고 맛있어요~
406,chmchm2000,5,잘 마셨어요~
407,루나루나리,5,친절해요
408,일구,5,넘 맛잇어요 역시 스타벅스!
409,Cho0830,5,깔끔하구 좋아요
410,로망스,4.5,.
411,soomoda,3,코로나 짱난다
412,kfc****,3.5,굿
413,서청,4.5,넓고쾌적해요..엄청넓네요
414,doy****,5,믿고 가는 스벅이요~
415,메렁,4.5,좋아요 ㅎㅎ
416,Wisdom,3.5,무난합니다.
417,일구,5,넓고 분위기 굿이에요!!
418,록시,4,좋아요
419,미소꽃,3.5,굿
420,Nickys,5,"자리 구성이 다양하고, 외부에서 본 것보다 공간이 넓고, 무엇보다 매장 직원 분들이 친절하셨어요❤"
421,혤캉,5,역시 스벅 친절 서비스도 좋았어요
422,han****,5,조아요
423,nan****,5,좋아요
424,소파,3.5,좋아요
425,mission,4,ㅇ
426,mission,3,ㅇ
427,shj****,5,좋아요
428,soran,5,굿이요
429,햅삐,5,좋아욥
430,엘리,5,친절하고 좋아요
431,3d홀릭,5,친절해요
432,be blessed,4,굿
433,쫑구기,0.5,입구에 발열체크하는 남자알바인지 직원인지 손님을 완전 개무시하네요. 교육이 필요할듯..
434,윤주,4,좋아요
435,JINHWA,5,깨끗하고 넓어요
436,luna,4,스타벅스 차이티라떼 맛있어요
437,체리쪼아,4.5,좋아요
438,킹콩밥,4,스벅은 언제나 좋아요
439,배고파,5,굿이요
440,발꾸락,5,좋아요
441,pearl,5,사이렌오더 잘 이용하고 있어요 출근길에 픽업 편해요
442,sjj****,5,역쉬 스타벅스 최고에요
443,우개,4,좋아요
444,19s****,4.5,좋아요
445,pearl,5,사이렌오더 애용해요
446,진탱,5,항상 친절해서 방문 할때마다 좋습니다^^
447,pearl,2.5,맛있어보여서 먹어봤는데 제 입맛은 아니네요
448,pearl,5,시즌메뉴 맛있어요
449,아로미,4,굿
450,May-81,5,회사근처에 있어 자주가는데 직원분들이 친절하고좋아요
451,Nammm,4,테이크아웃
452,돌맹이,5,에그 ㆍ포테이토 맛있어요.
453,루비맘,5,좋아요
454,eymam,4.5,매장이 엄청 넓고 깨끗한데 신메뉴 맛 없네요
455,be blessed,4,굿
456,바다,5,좋아요
457,엘리,5,친절하고 항상 좋아요
458,nic****,5,자주먹어요 친절해요
459,진탱,5,친절하셔서 좋았습니다^^
460,짐,3.5,번잡하지 않아요
461,공주연,4,좋아용
462,han****,4.5,좋아요 시원해요 넓어요 깨끗해요
463,랄라라,5,굳
464,천성귀,4.5,👍
465,josujin1004,4,비싸지만..
466,juy****,5,ㄱ
