,USER,SCORE,REVIEW
151,ahn****,5,성수에 신상카페가 생겨서 왔는데 가게내부 아담하고 예뻐요 노란색이 넘나 잘 어울리는 카페에요 : ) 레몬젤라또 크게 두덩어리나주고 위에 레몬껍질 올려준게 뽀인투 넘 귀엽고 맛있었ㅇㅓ요 아이스라떼는 라떼+아이스크림조합 설명이 필요없죠 ! 맛있어요
152,dhemfl7,5,바질젤라또 생각나서 또 갔는데 역시 너무 맛있어욧!
153,kln****,5,허니밀크 짱짱맛....😭
154,스시,5,커피가 너무 맛있어요 !!! 성수동 오면 꼭 들려보세요 가게 내부도 너무 이쁘고 외부도 너무 이뻐서 사진 찍기 좋아용 최고입니다 !
155,als****,5,오프화이트 역시 깔끔하고 좋습니다~
156,아아메,5,야외에서 난로틀고 앉아서 커피먹으니까 캠핑온 느낌 나서 색다르고 좋았어요오 커피 맛있었습니다ㅎ_ㅎ 나중엔 젤라또 먹으러 또 올게요☺️
157,jiiy,5,"주택이랑 아파트 사이에 있어서 조용하고 분위기도 좋아서 자주 올 것 같아요! 라떼랑 아이스크림 같이 먹는거 꼬소해서 너무 맛있어요:> 밖에서 먹었는데 날씨 춥다고 온열기구도 갖다주시고ㅠㅠ 직원분들 다 친절하시고,, 커피도 맛있고!! 사장님이 판매하시는 반숙란도 주셨는데 패키지 너무 귀엽네요! ☺️☺️ 자주 올게요 사장님🥰"
158,김미경,5,추운날씨에 밖에있을려니깐 사장님이 난로도 주시고 따뜻한보리차까지❤️ 음료는 말할것도없이 맛있었습니당ㅎㅎ
159,tni****,5,분위기좋고 진짜 맛있는 커피를 찾는다면 오프커피 추천합니다!
160,jeo****,5,레몬 젤라또 정말 맛있어요!! 상큼하고 달콤하고 너무 맛있습니당 ~ 커피랑 딱이예용
161,임세현,5,커피도 깔끔하고 밀크초코도 완전 맛있네요
162,did****,5,운동가기전 깔끔한 아메리카노 한잔 넘 맛있어여~
