,USER,SCORE,REVIEW
188,everyhappy,5,케이크 담백하고 맛있어요 가게도 넘 예쁘구 분위기 있어요
189,ses****,4,가게가 이뻐요 케잌도 맛있구
190,궁그미,4,"케익 짱맛!! 하지만 인기가 많아서 웨이팅이 있고, 이용시간제한(1.5시간), 소란스러운 분위기가 단점이에요. 콩설기케익 6천원인데 적당한 가격에 맛도 좋아요."
191,flower mint,4,고른 메뉴들 맛있었습니다.
192,규노키오,5,다시와도 좋은 집!! 빵 맛집입니다!^^
193,kbom,5,너무 맛있고 부드러워요~~
194,kbom,5,빵이랑 크림이 정말 부드럽고 맛있어요~!
195,지나,5,얼그레이 케익 맛있어요
196,ttu,5,굿 친절하시다
197,Darling moments,5,분위기 좋아요!
198,송정아,5,너무 예쁜케이크에 맛있었어요. 직원분들너무 친절❣❣❣❣
199,CSJ,4,맛있어요! 기대이상입니다~~ 포장했습니다.
200,Lemonade,5,웨이팅만 빼면 완벽한곳
201,태은,4.5,분위기도 좋고 맛있어요!!
202,라미,4,다쿠와즈 맛집으로 알았는데 설기케이크가 더 맛있는 곳이였습니다. 분위기는 좋은데 사람은 좀 많은편이예요!
203,hae****,5,진짜맛잇어요
204,hap****,4,"쌀로 만든 디저트로 유명하길래 눈여겨 봤다가 명절 전에 방문했는데 같은 생각을 가진 무리떼에 당황했지만, 맛있었어요!!"
205,sunny,1.5,좀 크림이 밍밍한것 같아요. 당근머핀은 퍽퍽하구요.. 쌀케이크를 좋아해서 방문했는데 아쉽네요..ㅠ
206,볼레,3.5,"사람이 너무 많아서 놀랐네요 백설기, 쑥케이크 모두 보통이었는데 무화가 프레지에? 가 넘 맛있네요 그냥 빵 같아요! 그냥 빵인가요..?ㅋㅋ 잘 먹고 갑니당"
207,웃음여왕,4.5,"쌀로 만들어 건강하고, 맛도 좋아서 찾게 되는 곳이예요^^ 홀케이크는 여기서 선물하고 선물받은 사람들이 다 좋아했어요^^"
208,리에나 Leanna,5,백설기 존맛탱! 우유맛(?)
209,lab****,4,케이크가 맛있습니다
210,엽,4,백설기나 무화과는 넘심심해서 치즈호박이 더 맛있어요 ㅎㅎ
211,Sadream,5,"여기 케익 너무 맛있어서 벌써 4번째 포장해서 먹고, 생일 축하해 주고 있어요! 파리바게트 케익 사는거 보다 여기서 케익 사는게 맛있어서 더 이득!"
212,구구,0.5,"움...두번 먹을 맛은 아닌건 같아요. 쌀로만들어서 그런지 케익처럼 부드럽지않고 퍽퍽, 가루가 입에 남는느낌...그렇다고 떡처럼 쫄깃한것도 아니고. 달지도 않고"
213,Celine,5,늘 가는곳입니다~~ 너무 맛있어요 짱짱
214,Celine,5,넘 맛있어요 소소하게!
215,아쥬아 홈,4,괜찮아요! 다른맛이 궁금해요 무화과를 다음엔!! 꼭!
216,MMM_J,4,처음가봤는데 백설기맛 맛있어요! 다른맛도 먹어보고품
217,JINHWA,5,존맛!
218,미호,4,케이크가 신기한 맛이었어요! 다른 케이크도 궁금하네요..! 음료 사이즈가 커서 좋았어요
219,우레,5,엄마 생신 기념으로 여기서 설기조각모음 해갔는데 매우 좋았습니다! 무화과설기는 기대했던 것 보다는 무화과 철이 슬슬 갈때가 되서 그런지 조금 별로였지만 나머지 설기들은 정말 맛있었어요! 저는 백설기가 부드럽고 우유맛 풍부하게 나서 제일 좋았어요 전체적으로 쌀빵인데도 무겁지 않고 부드럽고 맛있었어요!
220,퐁,5,자주가서 모든 맛을 다먹어 봤어요 ㅋㅋㅋ 새로운 맛 나왔으면 좋겠어용
221,JINHWA,5,일주일에 한번은 가네요ㅋㅋㅋ 존맛탱
222,다영,4.5,맛나용!
223,성장하는 요가강사,4,만족합니다
224,뽀로롱,3,케익 남아있는거 보고 주문해서 기다리고있는데 나중에 와서 픽업예약되어있는 케익이라고 바꾸라고...ㅎㅎ...
225,FavJigoo,4,.
226,stella,4.5,백설기 맛있어요
227,beta,5,분위기도 좋구 레몬 블루베리 케이크도 너무 맛있게 잘 먹었어요 :)
228,제레,5,★성수뚝섬서울숲 맛집 카페 인스타! 로컬이 추천하는 #제레의뚝섬살이 http://www.instagram.com/zele._.park 케익넘나마싯
229,따봉토끼,4,의자가 조금 불편하긴 하지만 케이크랑 음료 둘다 맛있어요
230,솜구름,4,직원분들이 친절하고 케이크도 맛있어요 조용해서 좋아요
231,Jellyco,4,찐 케익보다는 케익:떡=5:5 느낌. 케익먹으러 간 입장에서는 크림이 조금 더 있었으면 했어요 음료는 맛있었고 직원분 친절했고 인스타 사진용으로는 좋아요
232,Choi,5,맛있어요 자주 놀러갈게여
233,프리비,4.5,"클래식한 설기케익이 가장 압도적. 가정집을 리뉴얼한 인테리어와 부담스럽지 않은 디저트류가 압권. 음료 라인이 조금 아쉽기는 하나 여기서 케익&다쿠아즈 사서 한강산책도 가능하니, 성수에 오면 꼭 들러보도록 하자. 짤은 얼마전부터 자리잡은 치즈냥이"
234,JINHWA,5,믿고먹는 소소하게
235,쩡이,5,분위기도 좋고 맛도좋고...케이크 너무 부드럽고 많이 달지암ㅎ아서 좋아요⭐️ #누텔라바나나 #백설기
236,JeongWon,5,케이크 너무 맛있어요!!
