,USER,SCORE,REVIEW
156,쏘이,4,맛있는데 양이 좀 적어 아쉬웠어요
157,바다,5,신선하고
158,minnie27,5,맛있어요!
159,Jenny,4,맛있어용! ㅋㅋㅋ 처음에는 생각보다 작아서 놀랐는데 먹다 보니 배불러서 놀랐네용ㅋㅋㅋ 신선하고 건강한 맛. 너무 덜지 않아서 좋았습니다☺️
160,7ebor,5,맛있어요 가볍게 먹고싶을때 먹기 좋아용
161,Lotus,5,맛있어요
162,건강한 삶,4.5,"스무디볼은 밖에서 사 먹은 것은 처음이예요. 저는 '퍼플'을 먹었어요. 파인애플을 안 좋아 해서 파인애플 없는 메뉴가 퍼플이랑 신메뉴더라고요. 다음에 는 꼭 신메뉴 먹을 거예요. 다양한 과일이 있어서 만족했습니다. 비타민 충전했어요. 보기 좋은 게 먹기에 좋듯이, 주실 때 예쁘고 귀엽게 줘서 잔잔한 감 동이었어요. 🥰 매장은 넓어서 좋았어요. 단지 아쉬운 것은 스무디볼 치고 밥이랑 맞먹는 가격이랑 화장실이 매장 해당 일층에 있지 않고 반층을…"
163,오비7,5,아주맛잇어용!
164,홍수민,5,오늘 역대급으로 토핑 많이 주셔서 배부르게 잘 먹었습니당
165,꼬꼬,4.5,기대 이상으로 맛있게 먹었어요.
166,의심많은자두,5,워낙 좋아하는 곳입니다! 신메뉴 나와서 쎄뚜로 포장해갔습니다! 항상 친절하시고 넘 감ㅅㅏ드려요!!!
167,FIFTY,4.5,제가 기대했던 스무디볼 맛 그대로 입니다! 아이 데려가서 걱정했는데 직원분들이 많이 예뻐러해주시고 아이들에게 제공되는 작은 과일접시는 감동이였어요!! 다음에 성수동 갈일있으면 다시 방문할께요~
168,이미현,5,조아요
169,홍수민,5,맛 다 먹어봤는데 아임파인이 상위 랭킹인 것 같아요 근데 왜 주문수는 낮지 여튼 다 맛있습니다
170,장세영,5,유일무이 스무디볼맛집
171,지뇽,5,신선하고 건강한 맛! 부담없고 맛있었어요~
172,똥우주,5,이쁘고 맛있어요~ 상큼해요 :) 직원분들도 친절하시구요! 가벼운 점심식사 대용으로 좋고 디저트용으로도 좋은 것 같아요!
173,윤지현,5,예약해놓고 은행 볼 일 보다가 조금 늦게 도착했는데 냉장고에 보관해주시고 집에 와서 먹어보니 진짜 너무 맛있었습니다😉 비주얼은 말할것도없어요 너무 이쁘고 맛있었습니다😭
