,USER,SCORE,REVIEW
264,bruce87,4,케이크 존맛탱
265,dld****,3.5,쏘쏘
266,오리,4,분위기 너무 좋아영
267,띠로리,5,직원분들도 친절하시고 짱 좋아요 메론케이크 홀케익으로 예약했는데 마싯서요
268,이보민,4,맛은 나쁘지 않고 분위기도 깔끔하고 조아용 호호호
269,bil****,5,감사합니다
270,호이호이,5,익짱 단호박레몬
271,dla****,5,큰 창과 들어서자마자 나는 케잌굽는 냄새👍👍 공간도 넓어 도라도란 얘기하기 좋았어요 밀크티향긋해서 너무 좋앗고 디카페인아아는 신맛이 없어서 진짜 맛있게 마셧네요
272,DDD,5,동네에 친구들이 놀러 올 때마다 가는 카페 ! 플레인 스콘 최고🤍
273,la7****,4,아늑한 카페입니다 음료도 괜찮은편
274,세영,4.5,타르트가 맛있는 집입니다. 분위기도 넓직해서 좋았어요!
275,쩡,4,성수도 핫플 카페 마를리 🍰☕️💕 케잌이 부드럽구 촉촉하구 맛이가 좋네유 더치커피 아이스도 느므 맛있어욤 🤤
276,천만소,4,케익 테이크아웃으로만 사는 편이에요. 케익은 촉촉하고 맛있어요
277,렐리스,5,생각보다 케이크가 엄청 촉촉하고 많이 달지 않아서 좋아요. 음료도 괜찮고 분위기도 마음에 듭니다
278,소연,5,좋아요 인테리어도 예쁘고 친절하십니다 !!
279,748****,5,자몽홍차 케이크 특이하고 맛있어요!
280,김서림,3.5,가을가을 한느낌 약간 온고지신의 느낌= 옛것을 잘 지키고 미니멀한 셋팅으로 세련되어보였다. 밀크티가 유명하다던데 홍차의 썹싸름하면서 유당의 단맛이 나서 달지않고 맛있었다.
281,queen940122,4.5,스콘 케익 다 맛있어요~
282,ftssk,4,맛이좋네요
283,sseung,5,케이크 넘비싸요 근데 존맛탱ㅜㅜ
284,솔잉,4,케이크가 맛있는 곳~~
285,kkb,1.5,디카페인커피 너무 맛없어요 디카페인이라고 연해야하는건아닌데 진짜 얼음 다 녹은 맛ㅜㅜ 아인슈페너 커피도 그냥그랬습니다. 인테리어는 넓고 좋았습니다
286,정발산,3.5,좋아요
287,김수연,3,좋아요
